Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Cluster,RuleSegment,Segment,PCA1,PCA2
13434,74,5,1666.8600000000001,3,4,4,4,Loyal Customer,Loyal Customer,0.7481147283815617,-0.2720980891244134
13435,5,9,4447.33,5,5,5,1,VIP,VIP,1.7373394219315614,-0.09694833237347639
13436,2,1,196.89,5,1,1,2,One-Time Buyer,One-Time Buyer,-0.8738171638231041,-1.577027941750901
13437,14,7,3408.06,5,4,5,4,VIP,Loyal Customer,1.426761926697677,-0.21873894210996075
13438,547,1,46.5,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.7815067388301813,0.32445390807758334
13439,255,3,986.61,2,3,3,3,At Risk,At Risk,-0.21911699240251079,0.18493649395149808
13440,423,7,1295.25,1,4,4,3,Win-Back Priority,At Risk,0.04126516819797433,1.2358881582813772
13441,92,2,720.9,3,2,3,2,Needs Attention,One-Time Buyer,-0.19816918222285024,-0.6949727942172595
13442,667,3,419.87,1,3,2,0,At Risk,Lost / Let Go,-1.5610115684942485,1.6824410114959096
13443,449,6,1269.3700000000001,1,4,4,3,Win-Back Priority,At Risk,-0.13103383181250888,1.2862750417476612
13444,374,2,619.08,2,2,3,3,Needs Attention,At Risk,-0.9249340856481006,0.44486585788605976
13445,626,1,241.89999999999998,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.241608668845827,1.089161384816564
13446,430,11,3881.89,1,5,5,3,Win-Back Priority,At Risk,0.8234493987717538,1.7181390270817638
13447,23,3,1129.14,4,3,3,4,Loyal Customer,Loyal Customer,0.38310814451878483,-0.7502156537351156
13448,17,12,8830.18,5,5,5,1,VIP,VIP,2.2152829832125374,0.23994696191540169
13449,24,1,291.88,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.7511750055176989,-1.380670630901155
13450,27,13,4120.04,4,5,5,1,VIP,VIP,1.9104106573895825,0.10852592663930709
13451,26,11,7088.92,4,5,5,1,VIP,VIP,2.035253740492778,0.18739066845619085
13452,259,3,729.8,2,3,3,3,At Risk,At Risk,-0.3621800497987736,0.12157791610972919
13453,166,3,781.6899999999999,3,3,3,2,Loyal Customer,One-Time Buyer,-0.11430738036109153,-0.24941717500426183
13454,641,1,219.87,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.318889844988351,1.1266537064825157
13455,25,6,2905.93,4,4,4,4,VIP,Loyal Customer,1.227736640482379,-0.26815006425043925
13456,18,6,1766.72,5,4,4,4,VIP,Loyal Customer,1.0232490154987126,-0.42974929227744235
13457,689,2,148.22,1,2,1,0,Lost / Let Go,Lost / Let Go,-2.2937958654667843,1.384389056873883
13458,7,16,11959.27,5,5,5,1,VIP,VIP,2.5793753557303374,0.38538133808841385
13459,625,2,1160.4099999999999,1,2,3,3,Needs Attention,At Risk,-1.2330883737588547,1.6623121718500784
13460,29,2,183.44,4,2,1,2,New Customer,One-Time Buyer,-0.6567633001924043,-1.3216016661410526
13461,39,6,4160.0,4,4,5,4,VIP,Loyal Customer,1.3542541136285156,-0.11415797639406916
13462,253,5,1153.85,2,4,3,3,At Risk,At Risk,0.16644489206675958,0.3793181221598979
13464,58,6,3097.64,4,4,5,4,VIP,Loyal Customer,1.178946173023062,-0.11304523538986508
13465,446,2,931.12,1,2,3,3,Needs Attention,At Risk,-0.9122724266911169,0.85463140404883
13466,184,5,1013.35,3,4,3,4,Loyal Customer,Loyal Customer,0.27015523522403245,0.05602276317576514
13467,11,2,1071.91,5,2,3,2,New Customer,One-Time Buyer,0.1671272161605256,-0.9285950888432084
13468,2,72,13375.51,5,5,5,1,VIP,VIP,3.7600243892513725,0.9733690017027895
13469,653,1,82.4,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.779373438448385,0.9178310457961052
13470,99,2,165.0,3,2,1,2,Needs Attention,One-Time Buyer,-0.8671792416935254,-1.0566424684627769
13471,1,4,2501.84,5,3,4,4,Loyal Customer,Loyal Customer,0.9589533810262886,-0.5421323064885322
13472,464,2,592.24,1,2,2,3,Lost / Let Go,At Risk,-1.1549829372837874,0.8097807853175873
13473,61,8,2657.7599999999998,3,4,4,4,Loyal Customer,Loyal Customer,1.2969815718511535,-0.041332858766519626
13474,236,3,646.59,2,3,3,3,At Risk,At Risk,-0.36208318921227367,-0.006838410754983005
13475,191,4,1431.78,2,3,4,4,At Risk,Loyal Customer,0.26710050086350234,0.10472299287555789
13476,179,5,2061.4700000000003,3,4,4,4,Loyal Customer,Loyal Customer,0.5969366291349869,0.22385199321083046
13477,38,11,2819.17,4,5,4,4,VIP,Loyal Customer,1.5978803126251664,-0.007587844505389758
13478,469,5,2215.78,1,4,4,3,Win-Back Priority,At Risk,-0.04898892151948296,1.4568042010351028
13479,201,4,851.37,2,3,3,4,At Risk,Loyal Customer,0.013126926354068157,0.008438503373620631
13480,417,2,627.82,1,2,3,3,Needs Attention,At Risk,-1.0192448141143855,0.6285601819990395
13481,46,11,3830.84,4,5,5,1,VIP,VIP,1.7152873847654297,0.1074316082930488
13482,232,2,336.09,2,2,2,2,Lost / Let Go,One-Time Buyer,-0.8635885008340942,-0.3115745341953802
13483,66,1,140.34,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.1728636705156192,-1.3986779439004808
13484,241,3,790.72,2,3,3,3,At Risk,At Risk,-0.2845489497952791,0.06753769230742417
13485,233,11,3015.2200000000003,2,5,5,4,Win-Back Priority,Loyal Customer,1.1718502785692952,0.8264378724184653
13486,78,3,1122.41,3,3,3,4,Loyal Customer,Loyal Customer,0.2518773080707871,-0.5216082288595432
13487,58,5,846.87,4,4,3,4,Loyal Customer,Loyal Customer,0.4851179248891725,-0.5190198204131803
13488,17,23,15587.88,5,5,5,1,VIP,VIP,2.9385074731621867,0.6347607120347915
13489,105,4,449.52,3,3,2,2,Needs Attention,One-Time Buyer,-0.04555151554604363,-0.562953595206724
13490,654,1,154.25,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.505810387614112,1.087294868583384
13491,52,27,4566.56,4,5,5,1,VIP,VIP,2.4300299037856803,0.5159982871111769
13492,136,3,1269.84,3,3,4,4,Loyal Customer,Loyal Customer,0.17103529563647907,-0.24605784828815547
13493,275,2,498.63,2,2,2,3,Lost / Let Go,At Risk,-0.7893890787373508,-0.026934182318199943
13494,312,1,316.26000000000005,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.3889584827822772,-0.1540125956603825
13495,8,10,5374.26,5,5,5,1,VIP,VIP,1.8875720574169177,0.0038313165271402837
13496,11,2,653.33,5,2,3,2,New Customer,One-Time Buyer,-0.05244229499370307,-1.0601282332567044
13497,283,6,1320.33,2,4,4,3,Win-Back Priority,At Risk,0.27450362539741485,0.6019626433343054
13498,730,1,327.38,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.350861871902944,1.6046407403478857
13499,18,5,1159.11,5,4,3,4,Loyal Customer,Loyal Customer,0.7178450393773189,-0.6030382662805653
13500,23,4,1466.3,4,3,4,4,Loyal Customer,Loyal Customer,0.6704211229251836,-0.5920890836377513
13501,288,3,2885.11,2,3,4,3,At Risk,At Risk,0.17987864678547966,0.6082876486447426
13502,17,5,780.5,5,4,3,4,Loyal Customer,Loyal Customer,0.5447756425167721,-0.7123013524934414
13503,71,5,1778.04,3,4,4,4,Loyal Customer,Loyal Customer,0.7837810185287528,-0.2674897174116965
13504,64,1,295.93,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.8385891566873432,-1.2096024353264891
13505,73,4,3633.63,3,3,5,4,Loyal Customer,Loyal Customer,0.9562826636222512,-0.14155162239288074
13506,316,5,1639.2,2,4,4,3,Win-Back Priority,At Risk,0.17494251659224203,0.7363166307378327
13507,3,4,2479.16,5,3,4,4,Loyal Customer,Loyal Customer,0.9502359838906775,-0.5361827816702547
13508,244,2,287.05,2,2,1,2,Lost / Let Go,One-Time Buyer,-0.9614470338423521,-0.30316660492591607
13509,9,7,1099.72,5,4,3,4,Loyal Customer,Loyal Customer,0.9365133164888362,-0.5403516430475531
13510,1,11,4558.29,5,5,5,1,VIP,VIP,1.8976663833906295,-0.03467708976118191
13511,677,1,282.76,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.2918025785501355,1.3439706258430504
13512,261,4,713.39,2,3,3,3,At Risk,At Risk,-0.20554887658984644,0.21259121640249246
13513,127,3,824.59,3,3,3,4,Loyal Customer,Loyal Customer,0.0005596409204920239,-0.3984538837858938
13514,74,4,815.9000000000001,3,3,3,4,Loyal Customer,Loyal Customer,0.29115512801171806,-0.534410518353687
13515,73,6,1265.82,3,4,4,4,Loyal Customer,Loyal Customer,0.7467355396302539,-0.2881734515740577
13516,21,4,1685.26,4,3,4,4,Loyal Customer,Loyal Customer,0.7368532536700053,-0.5634645897286543
13517,60,3,2128.42,3,3,4,4,Loyal Customer,Loyal Customer,0.5778917222601047,-0.4268543957685927
13518,86,1,627.16,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.557326874424386,-0.9182237184458292
13519,78,2,343.21,3,2,2,2,Needs Attention,One-Time Buyer,-0.49428705560104197,-0.9505640240448485
13520,59,11,5669.4,4,5,5,1,VIP,VIP,1.8589088511249594,0.2660840041669438
13521,1,3,1070.47,5,3,3,4,Loyal Customer,Loyal Customer,0.41086968133826407,-0.856473611322245
13522,30,1,125.80000000000001,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.1369031654458182,-1.578226087481904
13523,33,6,5101.52,4,4,5,4,VIP,Loyal Customer,1.4588490638254743,-0.08501540592219439
13524,41,5,680.1800000000001,4,4,3,4,Loyal Customer,Loyal Customer,0.4276670092197941,-0.6483951020386938
13525,15,2,628.78,5,2,3,2,New Customer,One-Time Buyer,-0.07877287461307887,-1.053558204998023
13526,738,2,1182.0,1,2,3,0,Needs Attention,Lost / Let Go,-1.4890814161690322,2.1401595796120314
13527,34,12,4541.29,4,5,5,1,VIP,VIP,1.880339060497369,0.1342580642155293
13529,79,2,307.76,3,2,2,2,Needs Attention,One-Time Buyer,-0.5448829427334433,-0.9752876555009178
13530,634,1,402.97999999999996,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.0344377541569147,1.2579538792499518
13531,205,6,1738.52,2,4,4,4,Win-Back Priority,Loyal Customer,0.5789406376543127,0.3486400495497611
13532,34,1,210.31,4,1,1,2,One-Time Buyer,One-Time Buyer,-0.919493192243924,-1.4256432491334556
13533,183,3,269.09,3,3,1,2,Needs Attention,One-Time Buyer,-0.6264652330384587,-0.4612661006573236
13534,2,35,7720.9,5,5,5,1,VIP,VIP,2.9730873996981084,0.5462706147344343
13535,403,1,89.5,2,1,1,0,One-Time Buyer,Lost / Let Go,-2.1586479954495186,-0.10678363553837311
13536,1,7,3444.39,5,4,5,4,VIP,Loyal Customer,1.4618599968486619,-0.2703293762307118
13537,426,2,717.85,1,2,3,3,Needs Attention,At Risk,-0.9808734421639467,0.7018191296046571
13538,43,12,3103.13,4,5,5,1,VIP,VIP,1.6902663645349854,0.07066756301913339
13539,86,7,1569.3600000000001,3,4,4,4,Loyal Customer,Loyal Customer,0.9142765489716095,-0.12356279704957081
13540,467,3,632.39,1,3,3,3,At Risk,At Risk,-0.9119586906265806,0.9540879515811811
13541,427,2,785.25,1,2,3,3,Needs Attention,At Risk,-0.9434183957485414,0.7298424214222461
13542,377,17,3959.4900000000002,2,5,5,1,Win-Back Priority,VIP,1.2675654670343477,1.6627196375516298
13543,634,2,1439.6100000000001,1,2,4,3,Needs Attention,At Risk,-1.1584752864626313,1.7572817237800888
13544,40,6,790.2,4,4,3,4,Loyal Customer,Loyal Customer,0.6148823706311677,-0.551492874513554
13545,391,2,364.93,2,2,2,3,Lost / Let Go,At Risk,-1.1988488337061247,0.3757364952574116
13546,12,5,1086.24,5,4,3,4,Loyal Customer,Loyal Customer,0.7030679965712994,-0.6454055038510226
13547,408,1,164.53,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.902244360863105,0.07474420212642136
13548,96,3,901.44,3,3,3,4,Loyal Customer,Loyal Customer,0.1125497356278881,-0.50452728495232
13549,26,8,1005.8,4,4,3,4,Loyal Customer,Loyal Customer,0.9476368271128839,-0.4461123213510505
13550,383,1,342.55,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.5195942447476267,0.1643247703744713
13551,319,2,244.2,2,2,1,0,Lost / Let Go,Lost / Let Go,-1.2082935701601476,-0.03210195305864628
13552,66,22,6948.92,3,5,5,1,Loyal Customer,VIP,2.43258530015659,0.6080621495725066
13553,675,1,499.6,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.035073685167623,1.4865924203330203
13554,380,7,1629.35,2,4,4,3,Win-Back Priority,At Risk,0.24360982357750094,1.11691157223475
13555,74,13,8891.84,3,5,5,1,Loyal Customer,VIP,2.1420381717133963,0.5098169632112676
13556,429,2,200.82,1,2,1,0,Lost / Let Go,Lost / Let Go,-1.5518985833414802,0.37650396806739544
13557,28,13,3032.26,4,5,5,1,VIP,VIP,1.771999074094293,0.03119629089582325
13558,6,4,594.52,5,3,2,4,Needs Attention,Loyal Customer,0.3097828432870159,-0.9030887953565768
13559,513,2,990.0,1,2,3,3,Needs Attention,At Risk,-1.0417081078627082,1.1513443132122276
13560,7,1,171.42000000000002,5,1,1,2,One-Time Buyer,One-Time Buyer,-0.9466805398647437,-1.5927475499262465
13561,216,11,1803.4,2,5,4,4,Win-Back Priority,Loyal Customer,0.983472541934354,0.6186308615463222
13562,82,8,4838.18,3,4,5,4,Loyal Customer,Loyal Customer,1.513797192084376,0.20585323542775236
13563,84,2,777.53,3,2,3,2,Needs Attention,One-Time Buyer,-0.1459349879856513,-0.7083686241747209
13564,354,36,16416.27,2,5,5,1,Win-Back Priority,VIP,2.506129796435441,2.2310381863311686
13565,19,3,414.8,5,3,2,2,Needs Attention,One-Time Buyer,-0.051499970915144494,-1.0329110676336468
13566,41,5,1684.75,4,4,4,4,VIP,Loyal Customer,0.8299992473825982,-0.40737792207466234
13567,428,4,1079.29,1,3,3,3,At Risk,At Risk,-0.41233937664762677,1.0215488468843412
13568,173,1,187.05,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.29622642654196,-0.8748933938521745
13569,17,4,834.86,5,3,3,4,Loyal Customer,Loyal Customer,0.43459708339289077,-0.7668745535471408
13570,243,1,239.49,2,1,1,2,One-Time Buyer,One-Time Buyer,-1.3506595570817654,-0.5164926728387831
13571,13,26,4537.26,5,5,5,1,VIP,VIP,2.4904136115082633,0.3366031382277697
13572,206,1,1384.25,2,1,4,2,One-Time Buyer,One-Time Buyer,-0.48672358293550355,-0.20562784458878633
13573,50,6,903.07,4,4,3,4,Loyal Customer,Loyal Customer,0.6507154070755691,-0.4741686757682362
13574,411,1,404.45,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.5114961884796598,0.3255794700392838
13575,23,5,732.0699999999999,4,4,3,4,Loyal Customer,Loyal Customer,0.5023439691968901,-0.7042050038107104
13576,10,28,11551.74,5,5,5,1,VIP,VIP,2.967183564591459,0.6009751345097843
13577,25,11,3484.28,4,5,5,1,VIP,VIP,1.7222907186847993,-0.005675712103017174
13578,409,1,147.66,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.9523087572458748,0.05033896027352704
13579,15,5,1539.04,5,4,4,4,VIP,Loyal Customer,0.8506427765294381,-0.5402432885184456
13580,406,1,107.75,2,1,1,0,One-Time Buyer,Lost / Let Go,-2.084096481360752,-0.04536601718854655
13581,309,2,280.53000000000003,2,2,1,2,Lost / Let Go,One-Time Buyer,-1.123569442454562,-0.03720636683079704
13582,390,2,241.68,2,2,1,0,Lost / Let Go,Lost / Let Go,-1.3788640098337708,0.2623125390649058
13583,156,2,1445.031,3,2,4,4,Needs Attention,Loyal Customer,-0.03934041195429918,-0.24233255173635462
13584,307,3,385.7,2,3,2,3,At Risk,At Risk,-0.7570006692957939,0.15318095742876195
13585,531,3,684.54,1,3,3,3,At Risk,At Risk,-1.0264476695113964,1.2429971606359131
13586,541,1,127.28,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.326365294290012,0.563591401896092
13587,64,4,1673.5,3,3,4,4,Loyal Customer,Loyal Customer,0.633220600820422,-0.3853545656383623
13588,16,9,2478.95,5,5,4,4,VIP,Loyal Customer,1.4521946041103109,-0.20632011790675708
13589,15,6,1120.74,5,4,3,4,Loyal Customer,Loyal Customer,0.8283237611593248,-0.563276815489498
13590,11,18,6336.04,5,5,5,1,VIP,VIP,2.3734298014599116,0.2773805373148385
13591,65,7,2093.94,3,4,4,4,Loyal Customer,Loyal Customer,1.0913420241829845,-0.1347943694319814
13592,36,4,247.95999999999998,4,3,1,2,Needs Attention,One-Time Buyer,-0.1475886223342559,-1.0095019910270089
13593,108,14,5493.29,3,5,5,1,Loyal Customer,VIP,1.9017387410776199,0.55145917460124
13594,53,2,533.32,4,2,2,2,New Customer,One-Time Buyer,-0.24059312765981197,-0.9382346772117017
13595,517,3,784.48,1,3,3,3,At Risk,At Risk,-0.9332944046602097,1.2205988571466522
13596,6,2,664.11,5,2,3,2,New Customer,One-Time Buyer,-0.033497952487951156,-1.0767088291826943
13597,400,2,396.71,2,2,2,3,Lost / Let Go,At Risk,-1.1829116416012109,0.43555624448841057
13598,47,5,761.96,4,4,3,4,Loyal Customer,Loyal Customer,0.4639813092388391,-0.5931259677140844
13599,1,33,10163.880000000001,5,5,5,1,VIP,VIP,3.053571228689606,0.5924817386859498
13600,312,2,518.42,2,2,2,3,Lost / Let Go,At Risk,-0.8586401413496355,0.1382570897644367
13601,45,4,1159.99,4,3,3,4,Loyal Customer,Loyal Customer,0.515024927590906,-0.5622906849499534
13602,65,4,1025.17,3,3,3,4,Loyal Customer,Loyal Customer,0.4134608933189328,-0.5114158058415621
13603,26,1,164.34,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.0097156433140209,-1.5243777511194987
13604,659,1,717.62,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.837149123263408,1.5157856933509875
13605,387,2,522.67,2,2,2,3,Lost / Let Go,At Risk,-1.030356781761928,0.4543283156135023
13606,29,3,276.75,4,3,1,2,Needs Attention,One-Time Buyer,-0.2540272275010115,-1.0983766336456555
13607,40,2,1075.81,4,2,3,2,New Customer,One-Time Buyer,0.10094211589512198,-0.8062538824713876
13608,541,1,232.05,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.06127635708386,0.7223929644475756
13609,593,1,167.35,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.327236425263861,0.8535333013377916
13610,12,14,2102.46,5,5,4,1,VIP,VIP,1.699864675707401,-0.10571428097290063
13611,89,10,3297.9300000000003,3,5,5,4,Loyal Customer,Loyal Customer,1.4814423114605049,0.21299238894160405
13612,633,1,818.29,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.7181546606593243,1.44183746647558
13613,453,5,1039.8500000000001,1,4,3,3,At Risk,At Risk,-0.34726150117729965,1.1887505114144423
13614,24,6,2332.74,4,4,4,4,VIP,Loyal Customer,1.1325592028020144,-0.33075196211508184
13615,319,8,6272.53,2,4,5,4,Win-Back Priority,Loyal Customer,1.075000710385146,1.2668365472142111
13616,568,2,283.85,1,2,1,0,Lost / Let Go,Lost / Let Go,-1.7238535900592393,1.0499262474000133
13617,40,8,1278.75,4,4,4,4,VIP,Loyal Customer,1.0214195243250503,-0.3237110079244874
13618,174,1,177.34,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.32210372255741,-0.8848093500622923
13619,545,2,223.44,1,2,1,0,Lost / Let Go,Lost / Let Go,-1.775915248231882,0.8902643530415459
13620,528,1,112.34,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.350952313495114,0.4762466071797473
13621,117,1,213.85,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.1061537151229952,-1.0738374271770252
13622,696,1,658.95,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.9614631062855281,1.647991515750638
13623,31,10,2533.06,4,5,4,4,VIP,Loyal Customer,1.4999164189955132,-0.09991949322790193
13624,388,1,462.08,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.3987173005224016,0.2646653264287514
13625,597,1,301.26,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.076735838993623,1.0259390757786397
13626,253,2,707.04,2,2,3,3,Needs Attention,At Risk,-0.5831621205575167,-0.02628240586616954
13627,59,7,2245.9,4,4,4,4,VIP,Loyal Customer,1.1364611038028285,-0.14128082701875652
13628,676,1,310.14,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.2485654421412415,1.3642859967144425
13629,23,19,13370.86,4,5,5,1,VIP,VIP,2.716331380079132,0.5466104217369618
13630,5,7,2031.78,5,4,4,4,VIP,Loyal Customer,1.218236116673494,-0.39392892812842234
13631,100,11,3070.42,3,5,5,1,Loyal Customer,VIP,1.4908296854643348,0.27460562740971584
13632,25,8,3645.81,4,4,5,4,VIP,Loyal Customer,1.5214453931006346,-0.10795806610262457
13634,33,15,4988.08,4,5,5,1,VIP,VIP,2.083815880123894,0.23754864946564241
13635,68,4,2999.16,3,3,5,4,Loyal Customer,Loyal Customer,0.8827925812865316,-0.2135050726260954
13636,37,5,949.12,4,4,3,4,Loyal Customer,Loyal Customer,0.5847667487630017,-0.5766278479184429
13637,52,3,803.05,4,3,3,4,Loyal Customer,Loyal Customer,0.16415631755640966,-0.719389374998651
13638,16,1,122.64,5,1,1,2,One-Time Buyer,One-Time Buyer,-1.1153793731403372,-1.643534035880831
13639,74,2,1346.27,3,2,4,4,Needs Attention,Loyal Customer,0.12094893060183626,-0.6043501913619853
13640,611,1,405.0,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.9784537980513601,1.1630167242753442
13641,641,4,942.37,1,3,3,3,At Risk,At Risk,-0.9704648545516965,1.8769879152972515
13642,216,4,472.2,2,3,2,2,At Risk,One-Time Buyer,-0.2832393399546896,-0.0853121269176217
13643,31,10,2156.77,4,5,4,4,VIP,Loyal Customer,1.4285434018897545,-0.14267550847267996
13644,16,4,2624.26,5,3,4,4,Loyal Customer,Loyal Customer,0.9450894659537229,-0.4666498662729974
13645,120,1,252.1,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.0404189657379097,-1.0177014928776518
13646,400,2,326.25,2,2,2,0,Lost / Let Go,Lost / Let Go,-1.269492439495763,0.38369000617037496
13647,10,8,3041.68,5,4,5,4,VIP,Loyal Customer,1.4760964119051345,-0.21891199958253205
13648,400,8,1759.07,2,4,4,3,Win-Back Priority,At Risk,0.3213125116939025,1.2677926829988782
13649,257,6,1651.48,2,4,4,4,Win-Back Priority,Loyal Customer,0.43458338511355604,0.5526265690747307
13650,17,10,3288.0,5,5,5,4,VIP,Loyal Customer,1.648425226678608,-0.08915705153390982
13651,40,2,211.85,4,2,1,2,New Customer,One-Time Buyer,-0.6188690726643165,-1.2374568692500705
13652,46,5,2570.85,4,4,4,4,VIP,Loyal Customer,1.0058654691057944,-0.27409603213339306
13653,488,1,152.2,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.1236379464458857,0.3889856542501822
13654,43,11,6308.0,4,5,5,1,VIP,VIP,1.9436969464672782,0.22750286207376239
13655,114,6,2280.51,3,4,4,4,Loyal Customer,Loyal Customer,0.9121074914677899,0.03991213347095372
13656,165,4,1078.85,3,3,3,4,Loyal Customer,Loyal Customer,0.2023204920667562,-0.079315355161071
13657,11,2,382.14,5,2,2,2,New Customer,One-Time Buyer,-0.29007992038249125,-1.202485083868756
13658,10,9,6025.5,5,5,5,1,VIP,VIP,1.860467705048849,0.004740888538946802
13659,206,12,4884.68,2,5,5,1,Win-Back Priority,VIP,1.5105958728470867,0.8735280726386814
13660,400,1,306.64,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.6083562458988374,0.206111185029414
13661,603,1,325.24,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.056864579004038,1.0713580048200906
13662,86,11,2233.61,3,5,4,4,Loyal Customer,Loyal Customer,1.3823320658281022,0.13140833515847572
13663,179,5,2047.51,3,4,4,4,Loyal Customer,Loyal Customer,0.5939211133539619,0.2220455480872717
13665,386,3,1711.6599999999999,2,3,4,3,At Risk,At Risk,-0.2809358651009185,0.8796491079364478
13666,60,5,127.05,3,4,1,2,Needs Attention,One-Time Buyer,-0.35886712624229894,-1.0134374931143637
13667,149,1,299.05,3,1,2,2,One-Time Buyer,One-Time Buyer,-1.0326608705514373,-0.8510646055862002
13668,3,35,12948.48,5,5,5,1,VIP,VIP,3.200299119920252,0.6879676668479806
13669,51,3,413.55,4,3,2,2,Needs Attention,One-Time Buyer,-0.1276462996681822,-0.8997796124208475
13670,75,1,349.7,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.7904067296896907,-1.1192944911958407
13671,395,1,172.6,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.850717654877167,0.03299534445422273
13672,301,3,419.92,2,3,2,3,At Risk,At Risk,-0.7053249291924626,0.15062226816333193
13673,19,2,387.44,5,2,2,2,New Customer,One-Time Buyer,-0.3026824159537483,-1.165347879634982
13674,433,1,240.68,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.7926494550780494,0.28004307871617706
13675,151,2,486.82000000000005,3,2,2,2,Needs Attention,One-Time Buyer,-0.5101234295023593,-0.5522843868411386
13676,539,2,243.9,1,2,1,0,Lost / Let Go,Lost / Let Go,-1.723152596661368,0.8883567782328821
13677,405,2,551.24,2,2,2,3,Lost / Let Go,At Risk,-1.048851028947451,0.5437944788414416
13678,152,1,232.6,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.150826494361297,-0.9050942139343024
13679,494,3,281.26,1,3,1,0,At Risk,Lost / Let Go,-1.3339513638451364,0.8521109020619858
13680,1,12,11419.67,5,5,5,1,VIP,VIP,2.3668580480727837,0.24137456265888327
13681,18,4,827.83,5,3,3,4,Loyal Customer,Loyal Customer,0.4285091723190677,-0.7649356761162033
13682,187,1,59.5,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.8324882573751837,-1.117939334847446
13683,458,1,258.6,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.819335700619835,0.40370271375513456
13684,286,4,594.88,2,3,2,3,At Risk,At Risk,-0.34453213611793837,0.26897931050564994
13685,3,7,3119.44,5,4,5,4,VIP,Loyal Customer,1.413199690241662,-0.2883076565625084
13686,183,3,409.04,3,3,2,2,Needs Attention,One-Time Buyer,-0.4410925122766844,-0.35021854800710894
13687,438,1,11880.84,1,1,5,3,One-Time Buyer,At Risk,-0.07486344595353663,1.3370122192421836
13688,635,1,375.5,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.0680546618934277,1.2434015076246903
13689,63,2,1259.5,3,2,4,4,Needs Attention,Loyal Customer,0.117106328973814,-0.6680963572978638
13690,59,1,172.25,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.0661137660313824,-1.3738302891376146
13691,396,1,210.78,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.764789422966681,0.09005650439107071
13692,25,5,3114.4,4,4,5,4,VIP,Loyal Customer,1.1400896121435091,-0.31099171016527366
13693,374,9,2011.82,2,5,4,3,Win-Back Priority,At Risk,0.5225980712985017,1.236536163182561
13694,4,143,196482.81,5,5,5,1,VIP,VIP,5.47022455558049,1.9664493356027135
13695,31,16,2770.73,4,5,4,1,VIP,VIP,1.8740771965083465,0.09693257600384234
13696,422,3,2020.4,1,3,4,3,At Risk,At Risk,-0.2915056793295182,1.074407548191658
13697,39,1,151.29999999999998,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.0765829467627446,-1.4918186803665077
13698,597,2,451.73,1,2,2,0,Lost / Let Go,Lost / Let Go,-1.585926503396841,1.294540886083076
13699,155,2,764.15,3,2,3,2,Needs Attention,One-Time Buyer,-0.3196157558662363,-0.4158173745709027
13700,26,13,2596.9700000000003,4,5,4,1,VIP,VIP,1.7078946092430998,-0.018377179882974916
