Customer ID,Recency,Frequency,Monetary,UniqueProducts,TotalItems,Tenure,AvgOrderValue,AvgItemsPerOrder,PurchaseRate,Churned
14037,184,5,801.55,95,578,552,160.31,115.6,0.009057971014492754,0
14038,26,3,2225.82,87,1244,493,741.94,414.6666666666667,0.006085192697768763,0
14039,395,1,115.08000000000001,4,100,395,115.08000000000001,100.0,0.002531645569620253,0
14040,2,29,10908.65,300,4195,558,376.1603448275862,144.6551724137931,0.05197132616487455,0
14041,85,1,141.41,21,94,85,141.41,94.0,0.011764705882352941,1
14042,544,1,431.98,21,180,544,431.98,180.0,0.001838235294117647,1
14043,310,2,302.6,37,152,548,151.3,76.0,0.0036496350364963502,1
14044,129,7,2597.97,464,1868,503,371.1385714285714,266.85714285714283,0.013916500994035786,0
14045,157,15,10905.029999999999,16,4539,520,727.002,302.6,0.028846153846153848,0
14046,103,1,151.59,13,443,103,151.59,443.0,0.009708737864077669,1
14047,19,12,3582.34,88,1478,496,298.52833333333336,123.16666666666667,0.024193548387096774,0
14048,124,3,748.69,126,467,201,249.56333333333336,155.66666666666666,0.014925373134328358,1
14049,20,11,10462.49,465,6687,436,951.1354545454545,607.9090909090909,0.02522935779816514,0
14051,32,25,12617.49,74,3767,556,504.6996,150.68,0.044964028776978415,0
14052,210,1,241.3,65,85,210,241.3,85.0,0.004761904761904762,0
14053,216,2,312.05,3,275,306,156.025,137.5,0.006535947712418301,0
14055,397,2,795.3199999999999,23,504,542,397.65999999999997,252.0,0.0036900369003690036,0
14056,3,11,3653.83,238,2042,103,332.16636363636366,185.63636363636363,0.10679611650485436,0
14057,18,13,4805.23,194,4103,555,369.6330769230769,315.61538461538464,0.023423423423423424,0
14058,282,2,469.19,23,211,350,234.595,105.5,0.005714285714285714,1
14059,86,1,183.6,8,128,86,183.6,128.0,0.011627906976744186,1
14060,3,22,6773.76,74,5975,458,307.89818181818185,271.59090909090907,0.048034934497816595,0
14061,326,3,917.4300000000001,17,133,557,305.81,44.333333333333336,0.005385996409335727,1
14062,58,18,19955.43,136,9920,548,1108.635,551.1111111111111,0.032846715328467155,0
14063,506,7,9471.5,29,3848,550,1353.0714285714287,549.7142857142857,0.012727272727272728,1
14064,31,13,2768.06,100,3434,506,212.9276923076923,264.15384615384613,0.025691699604743084,0
14065,208,3,891.02,42,582,251,297.00666666666666,194.0,0.01195219123505976,1
14066,86,1,152.55,7,45,86,152.55,45.0,0.011627906976744186,1
14068,139,4,1516.72,93,510,497,379.18,127.5,0.008048289738430584,1
14069,334,2,225.81,37,58,381,112.905,29.0,0.005249343832020997,1
14070,504,1,321.6,40,85,504,321.6,85.0,0.001984126984126984,1
14071,79,2,356.81,22,295,84,178.405,147.5,0.023809523809523808,0
14072,486,1,390.85,19,65,486,390.85,65.0,0.00205761316872428,1
14074,442,1,219.39999999999998,6,228,442,219.39999999999998,228.0,0.0022624434389140274,1
14075,80,3,1090.53,47,1009,289,363.51,336.3333333333333,0.010380622837370242,0
14077,1,4,426.06,41,256,214,106.515,64.0,0.018691588785046728,0
14078,4,8,1466.6,97,541,440,183.325,67.625,0.01818181818181818,0
14080,232,4,1070.08,70,220,556,267.52,55.0,0.007194244604316547,0
14081,121,10,5291.09,465,3633,548,529.109,363.3,0.01824817518248175,1
14082,184,2,413.36,48,246,212,206.68,123.0,0.009433962264150943,1
14083,18,7,847.24,96,570,541,121.03428571428572,81.42857142857143,0.012939001848428836,0
14084,331,1,150.5,7,306,331,150.5,306.0,0.0030211480362537764,1
14085,17,24,8377.59,430,5023,550,349.06625,209.29166666666666,0.04363636363636364,0
14086,282,1,39.95,1,1,282,39.95,1.0,0.0035460992907801418,1
14087,224,2,638.0,126,468,554,319.0,234.0,0.0036101083032490976,0
14088,9,6,28899.83,240,6281,240,4816.638333333333,1046.8333333333333,0.025,0
14090,144,1,76.32000000000001,1,72,144,76.32000000000001,72.0,0.006944444444444444,1
14091,473,2,9530.08,13,3316,517,4765.04,1658.0,0.0038684719535783366,1
14092,15,16,4950.01,134,2439,542,309.375625,152.4375,0.02952029520295203,0
14094,259,1,311.77,41,158,259,311.77,158.0,0.003861003861003861,1
14095,542,1,2.95,1,1,542,2.95,1.0,0.0018450184501845018,1
14097,300,2,422.85999999999996,39,352,465,211.42999999999998,176.0,0.004301075268817204,1
14099,37,14,3968.2000000000003,224,2727,549,283.4428571428572,194.78571428571428,0.025500910746812388,0
14101,17,11,8144.53,19,9450,440,740.4118181818181,859.0909090909091,0.025,0
14104,208,3,524.3199999999999,99,423,379,174.7733333333333,141.0,0.0079155672823219,0
14105,58,5,5988.83,200,3534,540,1197.766,706.8,0.009259259259259259,1
14106,556,1,214.79999999999998,1,24,556,214.79999999999998,24.0,0.0017985611510791368,1
14107,39,8,3649.15,89,2772,549,456.14375,346.5,0.014571948998178506,0
14108,550,2,447.05,18,279,557,223.525,139.5,0.003590664272890485,0
14110,39,23,9006.32,148,4170,558,391.5791304347826,181.30434782608697,0.04121863799283154,0
14111,61,1,94.2,2,148,61,94.2,148.0,0.01639344262295082,0
14112,23,9,4071.94,160,2560,473,452.4377777777778,284.44444444444446,0.019027484143763214,0
14113,174,13,5685.6900000000005,58,2796,551,437.3607692307693,215.07692307692307,0.023593466424682397,0
14114,93,7,1364.09,72,650,426,194.86999999999998,92.85714285714286,0.01643192488262911,1
14115,321,2,622.6700000000001,22,509,486,311.33500000000004,254.5,0.00411522633744856,1
14118,248,1,458.45,15,97,248,458.45,97.0,0.004032258064516129,1
14119,195,2,183.37,11,177,537,91.685,88.5,0.0037243947858473,1
14122,225,3,362.42,12,114,556,120.80666666666667,38.0,0.00539568345323741,1
14123,552,1,436.18,24,234,552,436.18,234.0,0.0018115942028985507,1
14126,263,1,466.33000000000004,28,379,263,466.33000000000004,379.0,0.0038022813688212928,0
14127,76,5,1642.6000000000001,88,704,245,328.52000000000004,140.8,0.02040816326530612,0
14128,75,2,592.25,34,519,370,296.125,259.5,0.005405405405405406,0
14129,80,5,1826.3799999999999,37,986,398,365.27599999999995,197.2,0.01256281407035176,0
14130,138,4,1858.77,189,1215,547,464.6925,303.75,0.007312614259597806,1
14131,468,1,168.22,45,105,468,168.22,105.0,0.002136752136752137,1
14132,3,1,306.86,24,388,3,306.86,388.0,0.3333333333333333,0
14133,135,2,623.5,24,202,553,311.75,101.0,0.003616636528028933,0
14134,202,15,11123.35,130,5814,549,741.5566666666667,387.6,0.0273224043715847,1
14135,5,18,7395.07,115,8252,557,410.8372222222222,458.44444444444446,0.03231597845601436,0
14136,220,5,1570.81,86,1148,551,314.162,229.6,0.009074410163339383,1
14137,515,1,332.7,11,462,515,332.7,462.0,0.001941747572815534,1
14139,309,3,670.98,29,539,362,223.66,179.66666666666666,0.008287292817679558,0
14142,192,2,983.15,42,831,465,491.575,415.5,0.004301075268817204,1
14144,305,1,30.599999999999998,1,12,305,30.599999999999998,12.0,0.003278688524590164,1
14145,36,4,4986.45,11,1127,430,1246.6125,281.75,0.009302325581395349,0
14146,74,9,7163.03,248,4154,514,795.8922222222222,461.55555555555554,0.017509727626459144,0
14147,105,8,2289.6,23,927,459,286.2,115.875,0.017429193899782137,0
14148,53,2,466.29,15,223,233,233.145,111.5,0.008583690987124463,1
14149,40,1,446.62,28,218,40,446.62,218.0,0.025,1
14150,179,1,306.18,12,262,179,306.18,262.0,0.00558659217877095,0
14151,492,2,679.45,44,405,536,339.725,202.5,0.0037313432835820895,1
14152,53,6,1690.56,90,1502,478,281.76,250.33333333333334,0.012552301255230125,0
14153,302,1,233.4,17,312,302,233.4,312.0,0.0033112582781456954,1
14154,58,8,6460.7,236,3222,515,807.5875,402.75,0.015533980582524271,1
14155,85,1,118.75,6,25,85,118.75,25.0,0.011764705882352941,1
14156,5,109,231532.35,1227,128675,558,2124.15,1180.5045871559632,0.1953405017921147,0
14157,104,4,822.98,68,436,465,205.745,109.0,0.008602150537634409,0
14159,6,12,4322.73,481,3101,556,360.22749999999996,258.4166666666667,0.02158273381294964,0
14160,429,7,8421.47,80,4661,518,1203.0671428571427,665.8571428571429,0.013513513513513514,1
14161,35,7,3280.08,202,1608,546,468.5828571428571,229.71428571428572,0.01282051282051282,1
14162,112,1,177.68,13,110,112,177.68,110.0,0.008928571428571428,0
14163,18,3,898.5,26,338,281,299.5,112.66666666666667,0.010676156583629894,0
14165,95,1,120.44,23,53,95,120.44,53.0,0.010526315789473684,1
14166,324,2,251.15,39,82,445,125.575,41.0,0.0044943820224719105,1
14167,82,6,970.7,41,265,500,161.78333333333333,44.166666666666664,0.012,0
14168,240,2,370.45,11,147,384,185.225,73.5,0.005208333333333333,1
14169,250,2,613.11,49,201,263,306.555,100.5,0.0076045627376425855,1
14170,194,3,570.18,123,270,214,190.05999999999997,90.0,0.014018691588785047,1
14171,549,1,135.0,6,44,549,135.0,44.0,0.0018214936247723133,0
14172,424,3,369.02,38,78,462,123.00666666666666,26.0,0.006493506493506494,1
14173,38,3,249.2,13,84,550,83.06666666666666,28.0,0.005454545454545455,0
14175,149,6,4779.16,136,1640,447,796.5266666666666,273.3333333333333,0.013422818791946308,0
14176,116,5,916.01,33,326,200,183.202,65.2,0.025,1
14177,200,9,1660.23,118,839,471,184.47,93.22222222222223,0.01910828025477707,0
14178,1,1,197.37,28,161,1,197.37,161.0,1.0,0
14180,4,24,5004.35,110,664,367,208.51458333333335,27.666666666666668,0.0653950953678474,0
14181,230,2,308.35,48,120,382,154.175,60.0,0.005235602094240838,1
14182,263,4,678.77,42,174,415,169.6925,43.5,0.00963855421686747,1
14183,230,2,278.34000000000003,27,60,300,139.17000000000002,30.0,0.006666666666666667,1
14185,150,1,197.65,3,6,150,197.65,6.0,0.006666666666666667,1
14186,246,5,1550.63,75,1550,464,310.12600000000003,310.0,0.010775862068965518,1
14187,293,1,123.5,8,50,293,123.5,50.0,0.0034129692832764505,1
14188,34,2,760.9,17,413,129,380.45,206.5,0.015503875968992248,0
14189,20,9,3316.38,118,2578,208,368.4866666666667,286.44444444444446,0.04326923076923077,0
14190,485,1,79.9,1,2,485,79.9,2.0,0.002061855670103093,1
14191,4,5,919.6,30,469,548,183.92000000000002,93.8,0.009124087591240875,0
14192,207,1,293.74,14,218,207,293.74,218.0,0.004830917874396135,1
14193,89,2,779.34,39,458,216,389.67,229.0,0.009259259259259259,0
14194,16,22,10728.94,344,5939,522,487.6790909090909,269.95454545454544,0.0421455938697318,0
14195,21,6,2615.6,10,2144,453,435.93333333333334,357.3333333333333,0.013245033112582781,1
14197,230,1,390.05,20,143,230,390.05,143.0,0.004347826086956522,1
14198,58,6,1051.63,41,437,523,175.27166666666668,72.83333333333333,0.011472275334608031,0
14199,37,4,1091.7,15,254,350,272.925,63.5,0.011428571428571429,1
14200,436,1,379.2,21,140,436,379.2,140.0,0.0022935779816513763,1
14201,5,7,857.2,32,518,407,122.45714285714287,74.0,0.0171990171990172,0
14202,200,3,847.76,27,166,444,282.58666666666664,55.333333333333336,0.006756756756756757,1
14203,216,1,339.34,16,80,216,339.34,80.0,0.004629629629629629,1
14204,241,3,874.22,158,397,556,291.4066666666667,132.33333333333334,0.00539568345323741,0
14205,83,8,2170.4,70,1264,462,271.3,158.0,0.017316017316017316,0
14206,58,3,1185.01,62,930,222,395.00333333333333,310.0,0.013513513513513514,1
14207,507,1,157.8,2,36,507,157.8,36.0,0.0019723865877712033,1
14208,370,1,415.31,25,415,370,415.31,415.0,0.002702702702702703,0
14209,33,12,4002.9900000000002,125,1383,506,333.58250000000004,115.25,0.023715415019762844,0
14210,17,15,5555.33,141,2485,522,370.3553333333333,165.66666666666666,0.028735632183908046,0
14211,27,14,3071.08,117,1830,550,219.36285714285714,130.71428571428572,0.025454545454545455,0
14212,265,1,1119.6599999999999,12,894,265,1119.6599999999999,894.0,0.0037735849056603774,0
14213,224,1,1192.2,5,244,224,1192.2,244.0,0.004464285714285714,1
14214,97,1,638.65,37,313,97,638.65,313.0,0.010309278350515464,0
14215,6,7,2724.88,128,1516,551,389.2685714285714,216.57142857142858,0.012704174228675136,0
14216,233,1,310.74,18,118,233,310.74,118.0,0.004291845493562232,0
14217,4,14,2401.16,95,880,346,171.51142857142855,62.857142857142854,0.04046242774566474,0
14219,229,2,543.89,32,285,312,271.945,142.5,0.00641025641025641,0
14220,66,4,1515.0,26,468,388,378.75,117.0,0.010309278350515464,1
14221,9,12,4738.52,115,2465,431,394.8766666666667,205.41666666666666,0.027842227378190254,0
14223,83,1,304.9,18,130,83,304.9,130.0,0.012048192771084338,0
14224,34,7,1324.05,167,572,363,189.15,81.71428571428571,0.01928374655647383,0
14225,254,4,2031.07,70,1167,515,507.7675,291.75,0.007766990291262136,1
14226,29,3,2462.34,66,1493,260,820.7800000000001,497.6666666666667,0.011538461538461539,0
14227,15,12,5414.72,236,3504,489,451.2266666666667,292.0,0.024539877300613498,0
14228,257,3,745.5,38,260,366,248.5,86.66666666666667,0.00819672131147541,1
14229,111,6,1808.97,37,627,291,301.495,104.5,0.020618556701030927,0
14230,255,3,979.8000000000001,27,246,367,326.6,82.0,0.008174386920980926,1
14231,3,4,1235.6200000000001,66,610,270,308.90500000000003,152.5,0.014814814814814815,1
14232,6,2,1003.97,52,809,84,501.985,404.5,0.023809523809523808,0
14233,31,6,2400.65,30,991,463,400.10833333333335,165.16666666666666,0.012958963282937365,0
14235,45,6,2837.68,89,1911,438,472.94666666666666,318.5,0.0136986301369863,0
14236,191,4,1443.08,29,540,324,360.77,135.0,0.012345679012345678,0
14237,192,2,632.14,26,276,410,316.07,138.0,0.004878048780487805,1
14238,145,3,434.23,13,189,554,144.74333333333334,63.0,0.005415162454873646,1
14239,20,16,3177.36,80,1330,554,198.585,83.125,0.02888086642599278,0
14240,45,2,584.0,26,316,243,292.0,158.0,0.00823045267489712,0
14241,3,2,333.70000000000005,12,242,515,166.85000000000002,121.0,0.003883495145631068,1
14242,54,2,280.55,13,123,145,140.275,61.5,0.013793103448275862,1
14243,65,12,6355.35,214,3123,295,529.6125000000001,260.25,0.04067796610169491,0
14244,480,1,366.41999999999996,16,814,480,366.41999999999996,814.0,0.0020833333333333333,1
14245,39,2,1693.45,107,976,83,846.725,488.0,0.024096385542168676,1
14246,65,1,449.64,24,216,65,449.64,216.0,0.015384615384615385,0
14247,97,5,753.56,82,378,370,150.712,75.6,0.013513513513513514,1
14248,137,3,1032.95,41,692,334,344.31666666666666,230.66666666666666,0.008982035928143712,1
14249,230,12,5400.461,178,2383,498,450.0384166666667,198.58333333333334,0.024096385542168676,1
14252,200,1,350.99,10,111,200,350.99,111.0,0.005,1
14253,312,2,363.40000000000003,11,88,442,181.70000000000002,44.0,0.004524886877828055,1
14254,252,1,601.03,23,263,252,601.03,263.0,0.003968253968253968,1
14256,79,5,2460.79,100,1147,514,492.158,229.4,0.009727626459143969,1
14257,4,6,3885.32,138,2253,467,647.5533333333334,375.5,0.01284796573875803,0
14258,19,22,26989.18,87,15026,555,1226.780909090909,683.0,0.03963963963963964,0
14260,290,3,824.28,50,544,368,274.76,181.33333333333334,0.008152173913043478,1
14262,60,1,240.0,16,196,60,240.0,196.0,0.016666666666666666,0
14263,242,1,322.93,16,171,242,322.93,171.0,0.004132231404958678,1
14264,65,5,1299.09,52,501,430,259.818,100.2,0.011627906976744186,0
14265,284,2,843.17,47,385,431,421.585,192.5,0.004640371229698376,0
14266,247,1,40.56,1,24,247,40.56,24.0,0.004048582995951417,1
14267,79,2,836.36,15,280,80,418.18,140.0,0.025,0
14268,290,1,354.85,19,147,290,354.85,147.0,0.0034482758620689655,1
14269,258,1,295.73,16,123,258,295.73,123.0,0.003875968992248062,1
14270,151,1,492.65000000000003,29,197,151,492.65000000000003,197.0,0.006622516556291391,1
14271,45,2,214.18,38,148,228,107.09,74.0,0.008771929824561403,1
14272,73,3,614.94,38,585,401,204.98000000000002,195.0,0.007481296758104738,0
14273,37,2,218.7,10,109,61,109.35,54.5,0.03278688524590164,0
14274,505,1,256.6,15,178,505,256.6,178.0,0.0019801980198019802,1
14275,215,6,1189.3799999999999,14,538,427,198.23,89.66666666666667,0.01405152224824356,1
14276,0,6,1703.34,63,1174,479,283.89,195.66666666666666,0.012526096033402923,0
14277,31,6,14266.19,216,88683,545,2377.6983333333333,14780.5,0.011009174311926606,0
14278,229,1,205.83,13,131,229,205.83,131.0,0.004366812227074236,1
14279,340,2,191.86,3,46,500,95.93,23.0,0.004,1
14280,16,1,134.04,8,52,16,134.04,52.0,0.0625,1
14281,227,1,245.15,7,45,227,245.15,45.0,0.004405286343612335,1
14282,22,15,5901.6,80,4039,482,393.44,269.26666666666665,0.03112033195020747,0
14283,282,4,628.4399999999999,36,550,389,157.10999999999999,137.5,0.010282776349614395,1
14284,473,1,704.4,35,349,473,704.4,349.0,0.0021141649048625794,0
14285,332,4,1374.41,33,413,550,343.6025,103.25,0.007272727272727273,0
14286,62,5,5901.09,218,6455,555,1180.218,1291.0,0.009009009009009009,0
14287,18,2,83.28,4,216,18,41.64,108.0,0.1111111111111111,0
14288,32,1,426.6,16,188,32,426.6,188.0,0.03125,1
14289,18,3,594.22,30,214,109,198.07333333333335,71.33333333333333,0.027522935779816515,0
14290,181,4,2979.4700000000003,59,905,551,744.8675000000001,226.25,0.007259528130671506,0
14291,30,15,5634.31,195,4271,550,375.6206666666667,284.73333333333335,0.02727272727272727,0
14292,23,9,5479.53,98,2229,450,608.8366666666666,247.66666666666666,0.02,0
14293,124,7,2729.39,63,1283,549,389.91285714285715,183.28571428571428,0.012750455373406194,0
14294,226,1,375.34,23,190,226,375.34,190.0,0.004424778761061947,1
14295,258,3,2186.71,60,944,549,728.9033333333333,314.6666666666667,0.00546448087431694,0
14296,240,2,456.40000000000003,27,314,393,228.20000000000002,157.0,0.005089058524173028,1
14297,94,1,232.6,11,78,94,232.6,78.0,0.010638297872340425,0
14298,10,68,70161.18,1092,77993,547,1031.7820588235293,1146.9558823529412,0.12431444241316271,0
14299,137,22,12099.81,99,6421,557,549.9913636363636,291.8636363636364,0.03949730700179533,0
14301,235,3,1352.04,29,1080,485,450.68,360.0,0.006185567010309278,0
14302,250,3,742.9000000000001,25,298,557,247.63333333333335,99.33333333333333,0.005385996409335727,1
14303,226,2,277.94,21,218,254,138.97,109.0,0.007874015748031496,1
14304,42,3,1725.01,69,775,390,575.0033333333333,258.3333333333333,0.007692307692307693,1
14306,198,4,1058.0800000000002,12,990,496,264.52000000000004,247.5,0.008064516129032258,0
14307,39,7,3770.29,150,2495,551,538.6128571428571,356.42857142857144,0.012704174228675136,0
14309,2,7,2560.84,106,1772,370,365.8342857142857,253.14285714285714,0.01891891891891892,0
14310,252,1,492.1,22,230,252,492.1,230.0,0.003968253968253968,1
14311,62,2,516.45,31,235,387,258.225,117.5,0.00516795865633075,1
14312,6,9,2333.29,120,1277,323,259.25444444444446,141.88888888888889,0.02786377708978328,0
14314,250,1,109.80000000000001,2,36,250,109.80000000000001,36.0,0.004,0
14315,10,4,1572.8899999999999,52,707,454,393.22249999999997,176.75,0.00881057268722467,0
14316,241,5,1370.34,21,4494,449,274.068,898.8,0.011135857461024499,1
14318,279,1,158.02,9,152,279,158.02,152.0,0.0035842293906810036,1
14319,243,1,494.85,26,329,243,494.85,329.0,0.00411522633744856,1
14320,26,5,1346.75,68,713,507,269.35,142.6,0.009861932938856016,1
14321,153,3,1014.13,84,1514,292,338.04333333333335,504.6666666666667,0.010273972602739725,0
14322,248,4,474.1,10,158,479,118.525,39.5,0.008350730688935281,1
14323,58,1,299.82,19,222,58,299.82,222.0,0.017241379310344827,0
14324,229,2,701.61,41,402,512,350.805,201.0,0.00390625,1
14325,389,1,245.48000000000002,18,320,389,245.48000000000002,320.0,0.002570694087403599,1
14326,61,3,940.98,54,572,352,313.66,190.66666666666666,0.008522727272727272,1
14327,201,5,1583.28,89,1157,519,316.656,231.4,0.009633911368015413,0
14329,93,10,7037.9800000000005,265,3946,542,703.798,394.6,0.01845018450184502,0
14330,443,1,200.63,13,103,443,200.63,103.0,0.002257336343115124,1
14332,200,2,1077.2,31,412,235,538.6,206.0,0.00851063829787234,0
14334,23,9,3444.5,137,2402,388,382.72222222222223,266.8888888888889,0.023195876288659795,0
14336,17,3,1114.39,53,989,95,371.46333333333337,329.6666666666667,0.031578947368421054,0
14338,15,2,919.85,43,621,356,459.925,310.5,0.0056179775280898875,0
14339,62,2,620.27,21,456,248,310.135,228.0,0.008064516129032258,1
14340,38,1,134.7,6,58,38,134.7,58.0,0.02631578947368421,1
14341,34,14,2988.19,126,1834,558,213.44214285714287,131.0,0.025089605734767026,0
14342,29,3,559.48,18,276,291,186.49333333333334,92.0,0.010309278350515464,0
14343,240,4,1079.66,193,626,509,269.915,156.5,0.007858546168958742,1
14344,26,18,3089.65,124,1525,445,171.64722222222224,84.72222222222223,0.04044943820224719,0
14346,116,4,1556.61,88,1377,317,389.1525,344.25,0.012618296529968454,0
14347,556,1,82.6,6,48,556,82.6,48.0,0.0017985611510791368,1
14348,79,1,409.57,18,183,79,409.57,183.0,0.012658227848101266,1
14350,93,3,972.03,55,543,249,324.01,181.0,0.012048192771084338,1
14352,54,2,845.32,35,410,92,422.66,205.0,0.021739130434782608,0
14353,34,3,376.5,18,344,251,125.5,114.66666666666667,0.01195219123505976,1
14355,185,3,1014.45,57,709,446,338.15000000000003,236.33333333333334,0.006726457399103139,1
14358,208,2,400.06,21,338,247,200.03,169.0,0.008097165991902834,1
14361,398,1,214.70999999999998,14,251,398,214.70999999999998,251.0,0.002512562814070352,1
14363,221,2,227.47000000000003,8,105,270,113.73500000000001,52.5,0.007407407407407408,1
14364,7,4,2161.85,22,1025,30,540.4625,256.25,0.13333333333333333,0
14365,214,2,634.68,50,557,501,317.34,278.5,0.003992015968063872,1
14366,344,1,136.0,1,16,344,136.0,16.0,0.0029069767441860465,1
14367,3,8,4116.77,183,1873,95,514.59625,234.125,0.08421052631578947,0
14368,139,1,155.0,8,36,139,155.0,36.0,0.007194244604316547,1
14369,461,2,469.13,24,255,481,234.565,127.5,0.004158004158004158,1
14370,270,6,1175.78,37,266,496,195.96333333333334,44.333333333333336,0.012096774193548387,1
14371,114,1,100.5,4,34,114,100.5,34.0,0.008771929824561403,1
14372,262,2,860.08,36,378,418,430.04,189.0,0.004784688995215311,1
14373,177,1,76.55,4,17,177,76.55,17.0,0.005649717514124294,1
14374,360,1,108.0,7,20,360,108.0,20.0,0.002777777777777778,1
14375,4,3,1106.82,176,647,360,368.94,215.66666666666666,0.008333333333333333,1
14376,502,1,215.46,17,50,502,215.46,50.0,0.00199203187250996,1
14377,10,2,617.05,11,219,81,308.525,109.5,0.024691358024691357,1
14378,441,1,131.25,9,57,441,131.25,57.0,0.0022675736961451248,1
14379,114,3,1028.04,75,548,299,342.68,182.66666666666666,0.010033444816053512,0
14381,270,1,423.26,56,303,270,423.26,303.0,0.003703703703703704,0
14382,209,1,578.14,137,436,209,578.14,436.0,0.004784688995215311,0
14384,320,1,58.5,3,30,320,58.5,30.0,0.003125,1
14386,116,1,142.4,7,54,116,142.4,54.0,0.008620689655172414,1
14388,22,11,4661.35,130,3164,508,423.75909090909096,287.6363636363636,0.021653543307086614,0
14389,10,4,1165.69,40,848,409,291.4225,212.0,0.009779951100244499,0
14390,30,7,2765.29,150,1200,244,395.0414285714286,171.42857142857142,0.028688524590163935,0
14391,396,1,135.6,14,168,396,135.6,168.0,0.0025252525252525255,1
14392,251,1,266.4,14,114,251,266.4,114.0,0.00398406374501992,1
14393,37,1,67.95,5,13,37,67.95,13.0,0.02702702702702703,1
14394,384,1,93.8,6,58,384,93.8,58.0,0.0026041666666666665,1
14395,42,16,6256.64,254,3183,419,391.04,198.9375,0.03818615751789976,0
14396,190,6,1702.09,167,812,556,283.6816666666667,135.33333333333334,0.01079136690647482,0
14397,17,2,242.24,11,224,33,121.12,112.0,0.06060606060606061,0
14398,220,2,707.79,50,267,347,353.895,133.5,0.005763688760806916,1
14399,213,8,2108.21,119,965,493,263.52625,120.625,0.016227180527383367,1
14400,227,2,1157.77,47,1252,451,578.885,626.0,0.004434589800443459,0
14401,1,12,3724.98,91,2726,544,310.415,227.16666666666666,0.022058823529411766,0
14402,471,1,285.6,8,240,471,285.6,240.0,0.0021231422505307855,1
14403,36,4,1380.71,20,621,458,345.1775,155.25,0.008733624454148471,0
14404,79,10,2102.62,90,1099,538,210.262,109.9,0.01858736059479554,0
14405,206,1,195.0,2,100,206,195.0,100.0,0.0048543689320388345,1
14407,25,2,1002.6800000000001,33,416,96,501.34000000000003,208.0,0.020833333333333332,0
14408,9,7,2585.03,32,1470,552,369.29,210.0,0.012681159420289856,0
14409,138,6,2362.7400000000002,52,1592,386,393.79,265.3333333333333,0.015544041450777202,0
14410,26,8,2304.63,250,1146,256,288.07875,143.25,0.03125,0
14411,130,1,1063.0,14,196,130,1063.0,196.0,0.007692307692307693,1
14412,244,1,656.16,41,642,244,656.16,642.0,0.004098360655737705,0
14413,181,3,421.72,92,276,508,140.57333333333335,92.0,0.005905511811023622,1
14414,178,2,1119.55,28,511,194,559.775,255.5,0.010309278350515464,0
14415,1,16,8850.39,358,4526,542,553.149375,282.875,0.02952029520295203,0
14417,207,1,524.65,106,543,207,524.65,543.0,0.004830917874396135,1
14419,72,3,509.99,53,230,202,169.99666666666667,76.66666666666667,0.01485148514851485,0
14420,216,3,1251.65,58,786,511,417.2166666666667,262.0,0.005870841487279843,0
14421,31,5,2111.44,67,1171,511,422.288,234.2,0.009784735812133072,0
14422,86,14,6409.1900000000005,206,3336,542,457.79928571428576,238.28571428571428,0.025830258302583026,0
14423,37,3,916.6099999999999,12,419,514,305.53666666666663,139.66666666666666,0.005836575875486381,1
14425,254,3,661.39,35,325,557,220.46333333333334,108.33333333333333,0.005385996409335727,1
14426,95,10,8741.85,384,5166,464,874.1850000000001,516.6,0.021551724137931036,0
14427,314,2,900.1800000000001,27,310,451,450.09000000000003,155.0,0.004434589800443459,0
14428,59,2,330.62,25,145,144,165.31,72.5,0.013888888888888888,0
14429,223,1,516.28,22,286,223,516.28,286.0,0.004484304932735426,1
14430,331,3,1220.9,29,446,426,406.9666666666667,148.66666666666666,0.007042253521126761,1
14431,122,4,2614.2,72,1202,507,653.55,300.5,0.007889546351084813,1
14433,285,1,280.7,72,131,285,280.7,131.0,0.0035087719298245615,1
14435,321,1,90.42,3,282,321,90.42,282.0,0.003115264797507788,1
14436,373,1,182.64000000000001,2,168,373,182.64000000000001,168.0,0.002680965147453083,0
14437,185,5,936.34,34,480,403,187.268,96.0,0.01240694789081886,1
14438,125,1,131.9,9,82,125,131.9,82.0,0.008,1
14439,139,5,9443.04,105,2244,506,1888.6080000000002,448.8,0.009881422924901186,1
14440,136,10,5466.76,55,1508,557,546.676,150.8,0.017953321364452424,0
14441,75,8,3255.64,76,922,510,406.955,115.25,0.01568627450980392,0
14442,24,7,5367.0199999999995,128,1431,509,766.7171428571428,204.42857142857142,0.0137524557956778,1
14443,129,3,1574.67,72,929,198,524.89,309.6666666666667,0.015151515151515152,0
14444,275,1,120.44,11,172,275,120.44,172.0,0.0036363636363636364,1
14445,275,1,221.65,32,83,275,221.65,83.0,0.0036363636363636364,1
14446,66,2,492.96999999999997,113,493,206,246.48499999999999,246.5,0.009708737864077669,0
14447,15,3,1149.53,63,655,219,383.1766666666667,218.33333333333334,0.0136986301369863,0
14448,183,1,102.35000000000001,18,44,183,102.35000000000001,44.0,0.00546448087431694,0
14449,66,6,1955.31,211,1338,255,325.885,223.0,0.023529411764705882,0
14450,0,7,1128.44,47,522,430,161.2057142857143,74.57142857142857,0.01627906976744186,1
14451,14,11,2974.78,218,1563,511,270.43454545454546,142.0909090909091,0.021526418786692758,0
14452,214,2,399.9,62,169,340,199.95,84.5,0.0058823529411764705,0
